compound_id,smiles,formula,molecular_weight,n_heavy_atoms,n_chiral_centers
C20050,C[C@H](O)[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,C60H92N20O14,1316.710187624,94,11
C20052,CCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCCCNCCCNCCCN,C23H41N5O3,435.3209401720001,31,1
C20059,[H][C@]12CC[C@@]3([H])C4=CC(=O)[C@H](C(C)C)[C@@]4(C)CC[C@]3([H])[C@@]1(C)[C@@H]1CN[C@H](C2)O1,C22H33NO2,343.251129296,25,8
C20060,[H][C@@]12CC[C@@]3([H])C4=CC[C@]5([H])[C@H](C)[C@@]6(OC[C@]45C(=O)C[C@]3([H])[C@@]1(C)Cc1nc3c(C[C@@]4(C)[C@@]([H])(CC[C@@]5([H])C7=C[C@]8([H])O[C@]9(O[C@](C)(CO)C[C@H]9O)[C@@H](C)[C@]8(O)[C@@]7(C)[C@H](O)C[C@]45[H])C3)nc1C2)OC(C)(C)C[C@H]6O,C54H74N2O10,910.5343465680004,66,21
C20061,[H][C@@]12CCC3[C@]([H])(CC(=O)[C@]34C[C@]3([H])O[C@]5(CCC(C)(C)O5)C(C)[C@]3([H])[C@]4(C)O)[C@@]1(C)Cc1nc3c(C[C@]4(C)C5C[C@@H](O)[C@@]6(C)C(=C[C@]7([H])O[C@]8(CC[C@](C)(O)CO8)[C@@H](C)[C@@]76O)C5[C@@H](O)C[C@@]4([H])C3)nc1C2,C54H76N2O10,912.5499966320002,66,22
C20062,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC12C=CC=CC1O2,C29H42N7O18P3S,901.1519883940002,58,9
C20070,[H][C@@]12CC[C@]3(O)[C@](C)(CC[C@]4([H])O[C@H](C(=C)C)[C@H](O)[C@H]5O[C@@]534)[C@@]1(C)c1c3c4c5c(c(Cl)cc4[nH]1)CC(=C)[C@@]1([H])C[C@]([H])(C(C)(C)O[C@]32[H])[C@@]51O,C37H44ClNO6,633.2857158080001,45,13
C20073,C[C@@]12CCCc3coc(c31)C(=O)c1cc3c(cc12)C(=O)C=CC3=O,C20H14O4,318.08920892799995,24,1
C20082,[H][C@@]1([C@@H](NC(C)=O)[C@H](C)O)O[C@](O)(C(=O)O)C[C@H](O)[C@@H]1NC(C)=O,C13H22N2O8,334.137615664,23,6
C20083,[H][C@@]1([C@@H](NC(C)=O)[C@H](C)O)O[C@](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)(C(=O)O)C[C@H](O)[C@@H]1NC(C)=O,C22H34N5O15P,639.1789020179999,43,11
C20084,[H][C@@]1(O[C@@H]2C(NC(C)=O)[C@@H](O[C@H](C)[C@H](NC(=O)C(C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]3CCC(=O)N3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N3CCC[C@H]3C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)CC)O[C@H](CO)[C@@H]2O)O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,C88H140N20O37,2068.9688254199987,145,26
C20093,C[N+](C)(CCCCC(N)C(=O)NCCCCCNC(=O)C(CC(N)=O)NC(=O)Cc1c[nH]c2c1c(O)ccc2)CCCNC(=O)C(N)CCCNC(=N)N,C36H63N12O6+,759.4988041560898,54,3
C20094,CN(CCCCC(N)C(=O)NCCCCCNC(=O)C(CC(N)=O)NC(=O)Cc1c[nH]c2c1c(O)ccc2)CCCNC(=O)C(N)CCCNC(=N)N,C35H60N12O6,744.4758776399999,53,3
C20095,N=C(N)NCCCC(N)C(=O)NCCCNCCCNCCCCCNC(=O)C(CC(N)=O)NC(=O)Cc1c[nH]c2c1c(O)ccc2,C31H53N11O5,659.423113796,47,2
C20096,C[N+](C)(CCCCC(N)C(=O)NCCCCCNC(=O)C(CC(N)=O)NC(=O)Cc1c[nH]c2c1cccc2)CCCNC(=O)C(N)CCCNC(=N)N,C36H63N12O5+,743.5038895360898,53,3
C20097,NCCCCCNC(=O)[C@H](CC(N)=O)NC(=O)Cc1c[nH]c2c1cccc2,C19H27N5O3,373.211389724,27,1
C20119,*C(N)C(=O)NC(*)C(=O)N[C@@H](CS)C(=O)NC(*)C(=O)NC(*)C(=O)NC(*)C(=O)O,C13H17*5N6O7S,401.087942884,27,6
C20120,*C(N)C(=O)NC(*)C(=O)N[C@@H](CSC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)NC(*)C(=O)NC(*)C(=O)NC(*)C(=O)O,C28H41*5N6O7S,605.2757436520001,42,6
C20121,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)O,C15H27O4P,302.164695974,20,0
C20122,c1cc2c(cc1)c1nc3c(ccc4c3cccc4)cc1cc2,C21H13N,279.104799416,22,0
C20123,O=C(O)C(Br)Br,C2H2Br2O2,215.842153504,6,0
C20124,c1cc2c(cc1)c1c(cc2)c2ccccc2s1,C16H10S,234.05032132,17,0
C20125,c1cc2c(cc1)c1c(cccc1)s2,C12H8S,184.034671256,13,0
C20126,CNC(C)C(=O)c1ccc2OCOc2c1,C11H13NO3,207.089543276,15,1
C20127,CC(N)Cc1c[nH]c2ccccc12,C11H14N2,174.115698448,13,1
C20128,CCC/C=C\C=C\CCCCCCCCC=O,C16H28O,236.214015516,17,0
C20129,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2c(cccc2)oc1=O,C19H16O4,308.10485899199995,23,1
C20130,CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,C12H14N2O2,218.105527688,16,1
C20131,CC(=O)OC(C)C(=O)OCC[N+](C)(C)C,C10H20NO4+,218.13868454009,15,1
C20132,[H][C@@]12[C@@H]3C[C@@H]4C[C@@]1(C=CC(=O)[C@@]2(C)CCC(=O)Nc1c(O)ccc(C(=O)O)c1O)C[C@]4(C)O3,C24H27NO7,441.17875220399986,32,6
C20133,Oc1ccc([C@H]2C[C@@H](c3ccc(O)cc3)[C@H](O)CO2)cc1,C17H18O4,286.120509056,21,3
C20134,CO[C@@H]1/C=C/C=C(\C)Cc2cc(c(Cl)c(O)c2)NC(=O)C[C@H](O)/C(C)=C/[C@H](C)[C@@H](O)CC1=O,C25H32ClNO6,477.19181542399986,33,4
C20135,COc1cc2cc(c1Cl)NC(=O)C[C@H](O)/C(C)=C/[C@H](C)[C@@H](O)CC(=O)[C@H](OC)/C=C/C=C(\C)C2,C26H34ClNO6,491.2074654879999,34,4
C20136,[H][C@@]12C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)Cc1cc(OC)c(Cl)c(c1)NC(=O)C[C@H](O)/C(C)=C/[C@@H]2C,C27H35ClN2O7,534.2132791399999,37,5
C20137,[H][C@@]12C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)Cc1cc(OC)c(Cl)c(c1)NC(=O)C[C@H](OC(=O)C(C)C)/C(C)=C/[C@@H]2C,C31H41ClN2O8,604.2551439519999,42,5
C20138,[H][C@@]12O[C@@]1(C)[C@@H](OC(=O)C(C)C)CC(=O)Nc1cc(cc(OC)c1Cl)C/C(C)=C/C=C/[C@@H](OC)[C@@]1(O)C[C@]([H])(OC(=O)N1)[C@H]2C,C31H41ClN2O9,620.250058572,43,7
C20139,[H][C@@]12O[C@@]1(C)[C@@H](OC(=O)C(C)C)CC(=O)N([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cc(cc(OC)c1Cl)C/C(C)=C/C=C/[C@@H](OC)[C@@]1(O)C[C@]([H])(OC(=O)N1)[C@H]2C,C37H51ClN2O14,782.302881992,54,12
C20140,[H][C@@]12O[C@@]1(C)[C@@H](OC(=O)C(C)C)CC(=O)N([C@@H]1O[C@H](CO)[C@@H](OC(N)=O)[C@H](O)[C@H]1O)c1cc(cc(OC)c1Cl)C/C(C)=C/C=C/[C@@H](OC)[C@@]1(O)C[C@]([H])(OC(=O)N1)[C@H]2C,C38H52ClN3O15,825.3086956440001,57,12
C20141,c1cc2c(cc1)nc1ccccc1c2,C13H9N,179.073499288,14,0
C20142,O=c1c2c(cccc2)[nH]c2c1cccc2,C13H9NO,195.068413908,15,0
C20143,[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCC[C@H](C)CO,C27H44O2,400.334130648,29,8
C20144,[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H],C19H24O2,284.17763000800005,21,5
C20145,[H][C@@]12CC[C@@H]3C[C@]1(C=C3C)CC[C@]1([H])C(C)(C)CCC[C@@]21C,C20H32,272.250401024,20,5
C20146,[H][C@@]12CC[C@@H]3C[C@]1(C=C3C)CC[C@]1([H])C(C)(C)C[C@@H](O)C[C@@]21C,C20H32O,288.24531564399996,21,6
C20147,[H][C@@]12CC=C3C[C@](C)(C=C)CC[C@@]3([H])[C@@]1(C)CCC[C@]2(C)CO,C20H32O,288.24531564399996,21,5
C20148,[H][C@@]12CC=C3C[C@](C)(C=C)CC[C@@]3([H])[C@@]1(C)CCC[C@]2(C)C=O,C20H30O,286.22966557999996,21,5
C20149,[H][C@@]12CC=C3C[C@](C)(C=C)CC[C@@]3([H])[C@@]1(C)CCC[C@]2(C)C(=O)O,C20H30O2,302.22458019999993,22,5
C20150,[H][C@@]12[C@H](O)C=C(C=C)[C@@H](C)[C@@]1([H])CC[C@]1([H])C(C)(C)CCC[C@@]21C,C20H32O,288.245315644,21,6
C20151,[H][C@@]12C[C@]3([H])C(=C)[C@@H](OC(C)=O)CC[C@@]3(C)C[C@H](O)C(=C(C)C[C@@H]1O)C2(C)C,C22H34O4,362.245709568,26,6
C20152,[H][C@]12C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]3(C)CC[C@H](OC(C)=O)C(=C)[C@@]3([H])C1)C2(C)C,C28H40O8,504.27231823999995,36,7
C20153,[H][C@]12C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]3(C)[C@@H](O)C[C@H](OC(C)=O)C(=C)[C@@]3([H])C1)C2(C)C,C28H40O9,520.2672328599999,37,8
C20154,COc1cc(O)cc(/C=C/c2ccc(O)cc2)c1,C15H14O3,242.094294308,18,0
C20155,Nc1nc2c([nH]c(=O)[nH]2)c(=O)[nH]1,C5H5N5O2,167.0443244,12,0
C20156,CC(=O)N[C@H]1[C@@H](O)[C@@H](C)O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2O)[C@@H]1O,C18H29N3O15P2,589.107390488,38,10
C20157,c1ccc2c(c1)[nH]c1c2ccnc1,C11H8N2,168.068748256,13,0
C20158,[H][C@]1(CC/C(C)=C/CO)C(C)=CC[C@@]2([H])C(C)(C)CCC[C@]12C,C20H34O,290.26096570799996,21,3
C20159,[H][C@@]12C[C@@H](C(=C)C)CC[C@@]1(C)CCC=C2C,C15H24,204.187800768,15,3
C20160,CC(O)C(NC(=O)C1NC(=O)C(C(C)O)NC(=O)C(CCCN)NC(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccccc2)CSSC1(C)C)C(N)=O,C50H67N11O11S2,1061.4462939640002,74,10
C20161,C=C(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2,C15H24,204.187800768,15,3
C20162,[H][C@@]12C(=C(C)CC[C@@H]3[C@H]1C3(C)C)CC[C@H]2C,C15H24,204.187800768,15,4
C20163,[H][C@]12C[C@H](C(=C)C)CC[C@@]1(C)CCC=C2C,C15H24,204.187800768,15,3
C20164,CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,C30H39N5O7S2,645.2290905880001,44,4
C20165,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](CO)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)O)[C@@H](C)O,C33H46N6O10,686.3275416720002,49,6
C20166,Oc1c2O[C@H]3c4c(C[C@@]5(O)[C@H]6Cc(c2[C@@]35CCN6CC2CC2)cc1)c1c(cccc1)o4,C26H25NO4,415.17835828,31,4
C20167,O=C1/C(=C/c2ccccc2)C[C@@]2(O)[C@H]3Cc4c5c(c(O)cc4)O[C@@H]1[C@]52CCN3CC1CC1,C27H27NO4,429.194008344,32,4
C20168,[H][C@@]12Cc3c(C[C@@]1(c1cccc(O)c1)CCN(C)C2)nc1ccccc1c3,C23H24N2O,344.188863388,26,2
C20169,[H][C@]12Cc3c(C[C@]1(c1cccc(O)c1)CCN(C)C2)nc1ccccc1c3,C23H24N2O,344.188863388,26,2
C20170,O=C(N=C=S)c1ccccc1,C8H5NOS,163.00918478,11,0
C20171,O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O,C16H13N3O4,311.090605896,23,0
C20172,[H][C@@]12C3[C@@](C)(O)CC[C@]31[C@H](C)CC[C@H]2C(C)C,C15H26O,222.198365452,16,6
C20173,[H][C@@]12CCC(C)=C[C@@]1([H])[C@H](C(C)C)CCC2=C,C15H24,204.187800768,15,3
C20174,[H][C@@]12C[C@H](C(=C)C)CCC(C)=C1CC[C@@H]2C,C15H24,204.187800768,15,3
C20175,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,C15H24,204.187800768,15,2
C20176,Nc1nc(=O)c2c([nH]1)n([C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1)c(=O)[nH]2,C10H15N5O11P2,443.02432955999984,28,4
C20177,CC(C)=CCC[C@@H](C)[C@@]12CC=C(C)[C@@H]1C2,C15H24,204.187800768,15,3
C20178,CC(C)=CCC[C@H](C)[C@@]12CC=C(C)[C@@H]1C2,C15H24,204.187800768,15,3
C20179,CC(C)=CCC[C@@H](C)C1=CC=C(C)CC1,C15H24,204.187800768,15,1
C20180,CC1=CC=C([C@]2(C)CCCC2(C)C)CC1,C15H24,204.187800768,15,1
C20181,[H][C@@]12[C@H](C)CC[C@H](O)[C@@]1(C)CC[C@@H]1[C@H]2C1(C)C,C15H26O,222.198365452,16,6
C20182,[H][C@]12C=C(C)CCC1=C(C)CC[C@@H]2C(C)C,C15H24,204.187800768,15,2
C20183,C[n+]1cn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c2c1c(=O)[nH]c(N)n2,C11H18N5O11P2+,458.04725607609,29,5
C20184,[H][C@@]12CCC(C)=C[C@]1([H])[C@@H](C(C)C)CC[C@@]2(C)O,C15H26O,222.198365452,16,4
C20185,[H][C@@]12CCC(=C)[C@@H](C/C=C(\C)C=C)[C@@]1(C)CCCC2(C)C,C20H32,272.250401024,20,3
C20186,CCCCC/C=C\C/C=C\[C@H](O)CC[C@@H](O)CCCC(=O)O,C18H32O4,312.23005950399994,22,2
C20187,[H][C@@]12CC(C)(C)CC[C@]1(C)CCC(C)=C2CC/C=C(\C)CC[C@@H]1C(=C)CC[C@H](O)C1(C)C,C30H50O,426.38616622,31,4
C20188,[H][C@@]12CC(C)(C)CC[C@]1(C)CC[C@]1(C)[C@@]3([H])CC=C4C(C)(C)[C@@H](O)CC[C@@]4([H])[C@]3(C)CC[C@@]21C,C30H50O,426.38616622,31,8
C20189,[H][C@]12CC[C@@]3([H])C(C)(C)[C@@H]4CC[C@]3(O4)[C@]1(C)CC[C@@]1(C)C[C@](C)(CCC=C(C)C)CC[C@@]12C,C30H50O,426.3861662199999,31,8
C20190,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c3ncnc4N)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,C20H30N10O25P6,995.98092624,61,14
C20191,[H][C@]1(CCC2=C(C)CC[C@@]3(C)CC[C@@H](C)[C@H](C)[C@@]23[H])C(C)=CC[C@@]2([H])C(C)(C)[C@@H](O)CC[C@]12C,C30H50O,426.38616622,31,8
C20192,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@]1(C)[C@H](C)CCC(=C(C)C)[C@H]1CCC=O,C30H50O,426.3861662199999,31,3
C20193,[H][C@@]12CC(C)(C)CC[C@]1(C)CCC(C)=C2CC[C@@]1([H])C(C)=CC[C@@]2([H])C(C)(C)[C@@H](O)CC[C@]12C,C30H50O,426.38616622,31,6
C20194,[H][C@]12CCC3=C4CC(C)(C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O)CC[C@]21C,C30H50O,426.38616622,31,7
C20195,[H][C@]12CC[C@@]3(C)[C@]([H])([C@@H](C)CCC=C(C)C)CC[C@]3(C)C1=CC[C@@]1([H])C(C)(C)[C@@H](O)CC[C@]21C,C30H50O,426.38616622,31,8
C20196,[H][C@]12C(=O)[C@@H](OC(C)=O)C[C@@H](C(=O)OC)[C@]1(C)CC[C@@]1([H])C(=O)O[C@H](c3cocc3)C[C@]21C,C23H28O8,432.1784178559999,31,7
C20197,[H][C@@]12C=C(C)C(=O)[C@@]1(O)CC(CO)=C[C@]1([H])[C@]2(O)[C@H](C)C[C@@]2(OC(C)=O)C(C)(C)[C@@]12[H],C22H30O6,390.20423868,28,7
C20198,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,C10H18N5O19P5,666.928406506,39,8
C20199,[H][C@@]12CCC(=O)[C@@]1(C)CCC(=O)[C@@]2([H])CCC(=O)O,C13H18O4,238.120509056,17,3
C20200,[H][C@]12CC=C3C(C)(C)[C@@H](O)CC[C@@]3([H])[C@]1(C)CC[C@@]1(C)C[C@](C)(CCC=C(C)C)CC[C@@]12C,C30H50O,426.3861662199999,31,7
C20201,[H][C@@]12C=C[C@H](C)[C@@H](c3cc(OC)c(C=O)c(=O)o3)[C@]1([H])CCCC2,C18H22O4,302.151809184,22,4
C20202,CN(C)c1ccc(Nc2c3ccc(NC(=O)CCN4CCCC4)cc3nc3cc(NC(=O)CCN4CCCC4)ccc23)cc1,C35H43N7O2,593.347823616,44,0
C20203,COc1c(O)ccc(COC(=O)CCCC/C=C/C(C)C)c1,C18H26O4,306.183109312,22,0
C20204,CS/C=C/C(=O)NCCO,C6H11NO2S,161.051049592,10,0
C20205,[H][C@]12CCC=C3C(=O)OC[C@]31CC[C@@H](C)[C@]2(C)C[C@H](OC(C)=O)c1cocc1,C22H28O5,372.193673996,27,5
C20206,CCCC(=O)C1=C(O)C(C)(C)C(O)=C(CC2=C(O)C(C)(C)C(O)=C(C(=O)CCC)C2=O)C1=O,C25H32O8,460.2097179839999,33,0
C20207,Cc1c(O)c(C(=O)CC(C)C)c(O)c(C=O)c1O,C13H16O5,252.099773612,18,0
C20208,[H][C@@]12CC[C@]3([H])[C@](C)(CCC[C@]3(C)C(=O)O)[C@@]13CCC(=C)[C@@H](C2)C3,C20H30O2,302.2245802,22,6
C20209,O=C(O)c1cc(=O)c(O)c(C(=O)O)o1,C7H4O7,199.995702468,14,0
C20210,COc1cc(O)c2c(=O)cc(C)oc2c1,C11H10O4,206.0579088,15,0
C20211,COc1c(O)ccc(CCC(=O)CCCCc2ccccc2)c1,C20H24O3,312.17254462799997,23,0
C20212,[H][C@]12CC[C@]34CC(=C)[C@](O)(CC[C@@]3([H])[C@]1(C)CCC[C@@]2(C)C(=O)O)C4,C20H30O3,318.21949481999997,23,6
C20213,[H][C@]1([C@H](O)CCCCCCCCCCCC)CC[C@]([H])([C@H](O)CCCC[C@H](O)CCCCC[C@@H](O)CC2=C[C@H](C)OC2=O)O1,C35H64O7,596.465204388,42,7
C20214,[H][C@]12CCC(=C)[C@@H](C/C=C3/C(=O)OC[C@H]3O)[C@]1(C)CC[C@@H](O)[C@@]2(C)CO,C20H30O5,350.20932406,25,6
C20215,COc1c(O)ccc(CNC(=O)CCCC/C=C/CC(C)C)c1,C19H29NO3,319.214743788,23,0
C20216,COc1c(O)ccc(CNC(=O)CCCCCC(C)C)c1,C17H27NO3,293.199093724,21,0
C20217,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCC)cc1O,C19H26O2,286.193280072,21,2
C20218,[H][C@]12Oc3cc(CCCCC)cc(O)c3[C@@]1([H])[C@H](C(=C)C)CC[C@]2(C)O,C21H30O3,330.21949481999997,24,4
C20219,CCCCCc1cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c1,C21H32O2,316.240230264,23,0
C20220,Cc1c(-c2ccc(I)cc2)n(-c2c(Cl)cc(Cl)cc2)nc1C(=O)NN1CCCCC1,C22H21Cl2IN4O,554.0137146520001,30,0
C20221,C=CC(C)(O)CC/C=C(\C)C=O,C10H16O2,168.115029752,12,1
C20222,C/C(=C\CC/C(C)=C/C=O)CO,C10H16O2,168.115029752,12,0
C20223,C/C(C=O)=C\CC/C(C)=C/CO,C10H16O2,168.115029752,12,0
C20224,*C(=O)OC/C=C/c1ccc(O)c(OC)c1,C11H11*O4,207.065733832,15,0
C20225,COc1cc(/C=C/COC(C)=O)ccc1O,C12H14O4,222.089208928,16,0
C20226,O=C(C(=O)c1ccccc1)c1ccccc1,C14H10O2,210.06807956,16,0
C20227,O=C(c1ccccc1)[C@@H](O)c1ccccc1,C14H12O2,212.083729624,16,1
C20228,O=C(c1ccccc1)[C@H](O)c1ccccc1,C14H12O2,212.083729624,16,1
C20229,C/C1=C\CC(C)(C)/C=C/C(O)/C(C)=C/CC1,C15H24O,220.182715388,16,1
C20230,[H][C@]12C[C@@]1(C(C)C)CCC2=C,C10H16,136.125200512,10,2
C20231,NC(=O)N/C=C\C(=O)OO,C4H6N2O4,146.032756672,10,0
C20232,C/C(=C/NC(N)=O)C(=O)OO,C5H8N2O4,160.048406736,11,0
C20233,[H][C@@]12CCCCN1C(O)[C@@H]1C[C@H]2CN2C(=O)CCC[C@]12[H],C15H24N2O2,264.183778008,19,5
C20234,C[C@H](CCNC(=N)N)C(=O)C(=O)O,C7H13N3O3,187.095691276,13,1
C20235,CC(C)=CCC/C(C)=C(\C)COP(=O)(O)OP(=O)(O)O,C11H22O7P2,328.0840763039999,20,1
C20236,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O,C12H22O11,342.11621152399994,23,10
C20237,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,C12H23O14P,422.0825420459999,27,10
C20238,CC[C@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O,C26H42N7O19P3S,881.1469030139999,56,8
C20239,Nc1nc2c(NC(C(=O)O)CN2)c(=O)[nH]1,C7H9N5O3,211.070539148,15,1
C20240,C/C=C\C=C(/O)C(=O)O,C6H8O3,128.047344116,9,0
C20241,CC1(C)C2CC3C(C2)C31C,C10H16,136.125200512,10,4
C20242,[H][C@@]12C[C@]1(C(C)C)CCC2=C,C10H16,136.125200512,10,2
C20243,CC1(C)C2CCC1(C)[C@](C)(O)C2,C11H20O,168.15141526,12,3
C20244,C=C1CC[C@@H]2C[C@H]1C2(C)C,C10H16,136.125200512,10,2
C20245,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1OP(=O)(O)O,C17H28N3O20P3,687.0479001860001,43,11
C20246,CC1=N[C@@H](C(=O)O)S/C1=C\COP(=O)(O)O,C7H10NO6PS,266.99664466999997,16,1
C20247,Cc1c(CCOP(=O)(O)O)sc(C(=O)O)n1,C7H10NO6PS,266.99664467,16,0
C20248,Nc1nc2c(c(C(=O)O)c[nH]2)c(=O)[nH]1,C7H6N4O3,194.043990052,14,0
C20249,N/C=C\C(=O)OO,C3H5NO3,103.02694302,7,0
C20250,C/C(=C/N)C(=O)OO,C4H7NO3,117.042593084,8,0
C20251,O=C1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,C6H10O6,178.04773804,12,5
C20252,[H][C@@]12CC=C3CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H],C19H26O2,286.19328007200005,21,5
C20253,N/C=C\C(=O)O,C3H5NO2,87.0320284,6,0
C20254,NC(=O)N/C=C\C(=O)O,C4H6N2O3,130.037842052,9,0
C20255,C/C(=C/N)C(=O)O,C4H7NO2,101.047678464,7,0
C20256,C/C(=C/NC(N)=O)C(=O)O,C5H8N2O3,144.053492116,10,0
C20258,O=C(O)C1=N[C@H](C(=O)O)C[C@H](O)C1,C7H9NO5,187.048072388,13,2
C20259,[H][C@@]12C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C\C=C(/C)Cc1cc(OC)c(Cl)c(c1)N(C)C(=O)C[C@@H](OC(=O)[C@H](C)N(C)C(=O)CCS)[C@]1(C)OC1[C@@H]2C,C35H48ClN3O10S,737.2748934159999,50,8
C20260,[H][C@]12C[C@@]1(C(C)C)CC(=O)[C@H]2C,C10H16O,152.120115132,11,3
C20261,[H][C@]12C[C@@]1(C(C)C)C[C@H](O)[C@H]2C,C10H18O,154.135765196,11,4
C20262,C/C1=C\CC(C)(C)/C=C/C(=O)/C(C)=C/CC1,C15H22O,218.167065324,16,0
C20263,C[C@H](O)[C@@H](O)C1=Nc2c(nc(N)[nH]c2=O)NC1,C9H13N5O3,239.101839276,17,2
C20264,C[C@H](O)[C@@H](O)C1CNc2c(N1)c(=O)[nH]c(N)n2,C9H15N5O3,241.11748934,17,3
C20265,CC(C)=CCC/C(C)=C/CC12OC1(C)C(=O)c1ccccc1C2=O,C21H24O3,324.17254462799997,24,2
C20266,NCCCCN(Cc1nc2c(cccc2)[nH]1)[C@H]1CCCc2c1nccc2,C21H27N5,349.22664586400003,26,1
C20267,Cc1nc(N)c(CN)cn1,C6H10N4,138.09054632,10,0
C20268,COc1c(O)cc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1,C18H20O5,316.13107374000003,23,0
C20269,C=C/C=C1\C=CC(=O)C(OC)=C1,C10H10O2,162.06807956,12,0
