id,reaction,ec,module,orthology,pathway,rclass,rhea,balanced_els_stars,balancer_failed,bool_missing_data,bool_var_list,comment,cpd_starred,flags,name,remark,smarts,CBRdb_C_ids
R10117,1 C00001 + 1 C20374 <=> 1 C20373,4.2.1.59,M00572,K02372,rn00780 rn01100 rn01240,RC01095__C20373_C20374,,True,False,False,False,,True,,3-hydroxyglutaryl-[acp]-methyl-ester hydro-lyase,,[H]O[H].*SC(=O)/C=C/CC(=O)OC>>*SC(=O)CC(O)CC(=O)OC,C00001 C20373 C20374
R10118,1 C00005 + 1 C00080 + 1 C20374 <=> 1 C00006 + 1 C20375,1.3.1.10,M00572,K00208,rn00780 rn01100 rn01240,RC00001__C00005_C00006 RC00052__C20374_C20375,,True,False,False,False,,True,,glutaryl-[acp]-methyl-ester:NADP+ oxidoreductase,,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].*SC(=O)/C=C/CC(=O)OC>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.*SC(=O)CCCC(=O)OC,C00005 C00006 C00080 C20374 C20375
R10119,1 C00011 + 1 C00229 + 1 C20376 <=> 1 C01209 + 1 C20375,2.3.1.179 2.3.1.41,M00572,K00647 K09458,rn00780 rn01100 rn01240,RC00039__C00229_C20375 RC02728__C20375_C20376 RC02888__C01209_C20376,,True,False,False,False,,True,,glutaryl-[acp]-methyl-ester:malonyl-[acyl-carrier protein] C-acyltransferase (decarboxylating),,O=C=O.*S.*SC(=O)CC(=O)CCCC(=O)OC>>*SC(=O)CC(=O)O.*SC(=O)CCCC(=O)OC,C00011 C00229 C01209 C20375 C20376
R10120,1 C00005 + 1 C00080 + 1 C20376 <=> 1 C00006 + 1 C20377,1.1.1.100,M00572,K00059,rn00780 rn01100 rn01240,RC00001__C00005_C00006 RC00029__C20376_C20377,,True,False,False,False,,True,,3-hydroxypimeloyl-[acp]-methyl-ester:NADP+ oxidoreductase,,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].*SC(=O)CC(=O)CCCC(=O)OC>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.*SC(=O)CC(O)CCCC(=O)OC,C00005 C00006 C00080 C20376 C20377
R10121,1 C00001 + 1 C20378 <=> 1 C20377,4.2.1.59,M00572,K02372,rn00780 rn01100 rn01240,RC01095__C20377_C20378,,True,False,False,False,,True,,3-hydroxypimeloyl-[acp]-methyl-ester hydro-lyase,,[H]O[H].*SC(=O)/C=C/CCCC(=O)OC>>*SC(=O)CC(O)CCCC(=O)OC,C00001 C20377 C20378
R10122,1 C00005 + 1 C00080 + 1 C20378 <=> 1 C00006 + 1 C19846,1.3.1.10,M00572,K00208,rn00780 rn01100 rn01240,RC00001__C00005_C00006 RC00052__C19846_C20378,,True,False,False,False,,True,,pimelyl-[acyl-carrier protein]-methyl-ester:NADP+ oxidoreductase,,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].*SC(=O)/C=C/CCCC(=O)OC>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.*SC(=O)CCCCCC(=O)OC,C00005 C00006 C00080 C19846 C20378
R10124,1 C00011 + 1 C00229 + 1 C01092 <=> 1 C00041 + 1 C19845,2.3.1.47,M00123 M00573 M00950,K00652,rn00780 rn01100 rn01240,RC00039__C00229_C19845 RC02725__C01092_C19845,,True,False,False,False,,True,,pimeloyl-[acyl-carrier protein]:L-alanine C-pimeloyltransferase (decarboxylating),,O=C=O.*S.CC(N)C(=O)CCCCCC(=O)O>>C[C@H](N)C(=O)O.*SC(=O)CCCCCC(=O)O,C00011 C00041 C00229 C01092 C19845
R10125,1 C00003 + 1 C09849 <=> 1 C00004 + 1 C00080 + 1 C09848,1.1.1.-,,K13774 K13775,rn00907 rn01110 rn01120,RC00001__C00003_C00004 RC00087__C09848_C09849,,True,False,False,False,citronellol dehydrogenase,False,,,,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)=CCC[C@@H](C)CCO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC(C)=CCC[C@@H](C)CC=O,C00003 C00004 C00080 C09848 C09849
R10126,1 C00003 + 1 C11386 <=> 1 C00004 + 1 C00080 + 1 C11384,1.1.1.-,,K13774 K13775,rn00907 rn01120,RC00001__C00003_C00004 RC00087__C11384_C11386,,True,False,False,False,citronellol dehydrogenase,False,,,,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)=CCC[C@H](C)CCO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC(C)=CCC[C@H](C)CC=O,C00003 C00004 C00080 C11384 C11386
R10127,1 C00001 + 1 C00006 + 1 C00120 <=> 1 C00005 + 1 C00080 + 1 C20386,1.-.-.-,,K08351,rn00780 rn01100,RC00001__C00005_C00006 RC03056__C00120_C20386,,True,False,False,False,biotin d-sulfoxide reductase,False,,biotin:NADP+ S-oxidoreductase (biotin S-oxide-forming),,[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H][C@]12CS[C@@H](CCCCC(=O)O)[C@@]1([H])NC(=O)N2>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H][C@]12C[S+]([O-])[C@@H](CCCCC(=O)O)[C@@]1([H])NC(=O)N2,C00001 C00005 C00006 C00080 C00120 C20386
R10128,1 C00003 + 1 C09131 <=> 1 C00004 + 1 C00080 + 1 C20379,1.1.1.332,M00963,K17746,rn00901 rn01100 rn01110,RC00001__C00003_C00004 RC02561__C09131_C20379, 33894,True,False,False,False,,False,,chanoclavine-I:NAD+ oxidoreductase,,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CN[C@@H]1Cc2c[nH]c3cccc(c23)[C@H]1/C=C(\C)CO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CN[C@@H]1Cc2c[nH]c3cccc(c23)[C@H]1/C=C(\C)C=O,C00003 C00004 C00080 C09131 C20379
R10129,2 C00003 + 1 C18167 <=> 2 C00004 + 2 C00080 + 1 C10682,1.1.1.331,M00902,K19650,rn00999 rn01100 rn01110,RC00001__C00003_C00004 RC03052__C10682_C18167, 33890,True,False,False,False,multi-step reaction;intermediate (cyclic hemiacetal),False,,(-)-secoisolariciresinol:NAD+ oxidoreductase,,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.COc1c(O)ccc(C[C@@H](CO)[C@H](CO)Cc2cc(OC)c(O)cc2)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O)c(OC)c2)ccc1O,C00003 C00004 C00080 C10682 C18167
R10130,1 C00005 + 1 C00080 + 1 C17581 <=> 1 C00006 + 1 C17580,1.1.1.329,,K13548,rn00524 rn01110,RC00001__C00005_C00006 RC00154__C17580_C17581, 33882,True,False,False,False,,False,,2-deoxy-scyllo-inosamine:NADP+ 1-oxidoreductase,,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].N[C@H]1CC(=O)[C@H](O)[C@@H](O)[C@@H]1O>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.N[C@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C00005 C00006 C00080 C17580 C17581
R10131,1 C00003 + 1 C20381 <=> 1 C00004 + 1 C00080 + 1 C16152,1.1.1.328,,K19190,rn00760 rn01120,RC00001__C00003_C00004 RC03053__C16152_C20381, 34026,True,False,False,False,,False,,"3,3'-bipyridine-2,2',5,5',6,6'-hexol:NAD+ 11-oxidoreductase",,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.Oc1c(O)nc(O)c(-c2cc(O)c(O)nc2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=C1N=C(O)/C(=C2\C=C(O)C(=O)N=C2O)C=C1O,C00003 C00004 C00080 C16152 C20381
R10132,1 C00005 + 1 C00080 + 1 C16152 <=> 1 C00006 + 1 C20381,1.1.1.328,,K19190,rn00760 rn01120,RC00001__C00005_C00006 RC03053__C16152_C20381, 34030,True,False,False,False,,False,,"3,3'-bipyridine-2,2',5,5',6,6'-hexol:NADP+ 11-oxidoreductase",,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=C1N=C(O)/C(=C2\C=C(O)C(=O)N=C2O)C=C1O>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.Oc1c(O)nc(O)c(-c2cc(O)c(O)nc2O)c1,C00005 C00006 C00080 C16152 C20381
R10133,1 C00001 + 1 C14531 <=> 1 C00088 + 1 C20382,3.5.99.9,,,,RC03054__C14531_C20382, 34274,True,False,False,False,,False,,2-nitroimidazole nitrohydrolase,,[H]O[H].O=[N+]([O-])c1ncc[nH]1>>O=NO.O=c1[nH]cc[nH]1,C00001 C00088 C14531 C20382
R10134,1 C00001 + 1 C20383 <=> 1 C00191 + 1 C20380,3.1.1.93,,,,RC00055__C00191_C20383 RC00523__C20380_C20383, 34182,True,False,False,False,,False,,mycophenolic acid O-acyl-glucuronide-ester hydrolase,,[H]O[H].COc1c(C/C=C(\C)CCC(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c2C(=O)OCc2c1C>>O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.COc1c(C/C=C(\C)CCC(=O)O)c(O)c2C(=O)OCc2c1C,C00001 C00191 C20380 C20383
R10135,1 C00001 + 1 C20366 <=> 1 C02167,3.1.1.91,,,,RC03055__C02167_C20366, 33970,True,False,False,False,,False,,2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonohydrolase,,[H]O[H].O=C1C=C/C(=C/C(=O)C(=O)O)O1>>O=C(O)/C=C\C(=O)CC(=O)C(=O)O,C00001 C02167 C20366
R10136,1 C00101 + 1 C06672 <=> 1 C00230 + 1 C00440,2.1.1.341,,K15066,rn00627 rn01120,RC00113__C00101_C00440 RC00392__C00230_C06672, 52279,True,False,False,False,,False,,vanillate:tetrahydrofolate O-methyltransferase,,Nc1nc2c(N[C@@H](CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CN2)c(=O)[nH]1.COc1c(O)ccc(C(=O)O)c1>>O=C(O)c1cc(O)c(O)cc1.CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,C00101 C00230 C00440 C06672
R10137,1 C00043 + 1 C02970 <=> 1 C00105 + 1 C20390,2.7.8.35,,K02851,,RC00002__C00043_C00105, 34074,True,False,False,False,,False,,"UDP-N-acetyl-alpha-D-glucosamine:trans,octacis-decaprenyl-phosphate N-acetylglucosaminephosphotransferase",Same as: R12075,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O.CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)O>>O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1.CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O,C00043 C00105 C02970 C20390
R10140,1 C00003 + 1 C04573 <=> 1 C00004 + 1 C00080 + 1 C20395,1.1.1.335,,K13016 K13020,rn00520 rn00541 rn01100 rn01250,RC00001__C00003_C00004 RC00182__C04573_C20395, 33582,True,False,False,False,,False,,UDP-N-acetyl-2-amino-2-deoxy-alpha-D-glucuronate:NAD+ 3-oxidoreductase,,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)O)[C@@H](O)[C@@H]1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC(=O)N[C@@H]1C(=O)[C@H](O)[C@@H](C(=O)O)O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O,C00003 C00004 C00080 C04573 C20395
R10141,1 C00025 + 1 C20395 <=> 1 C00026 + 1 C20359,2.6.1.98,,K13017,rn00520 rn00541 rn01100 rn01250,RC00006__C00025_C00026 RC00781__C20359_C20395, 33586,True,False,False,False,,False,,"UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate:2-oxoglutarate aminotransferase",,N[C@@H](CCC(=O)O)C(=O)O.CC(=O)N[C@@H]1C(=O)[C@H](O)[C@@H](C(=O)O)O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O>>O=C(O)CCC(=O)C(=O)O.CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)O)[C@@H](O)[C@@H]1N,C00025 C00026 C20359 C20395
R10142,1 C00010 + 1 C20415 <=> 1 C00024 + 1 C04346,2.3.1.210,,K16704,rn00541 rn01100 rn01250,RC00004__C00010_C00024 RC00166__C04346_C20415, 34446,True,False,False,False,,False,,"acetyl-CoA:dTDP-4-amino-4,6-dideoxy-alpha-D-galactose N-acetyltransferase",,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)N[C@@H]1[C@H](O)[C@@H](O)[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2O)O[C@@H]1C>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@H](N)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,C00010 C00024 C04346 C20415
R10143,1 C00001 + 1 C00011 + 1 C00042 + 1 C20398 <=> 1 C00007 + 1 C00026 + 1 C20399,1.14.11.36,,,,RC03059__C20398_C20399, 34586,True,False,False,False,"first step of two-step reaction (see R10145, R10143+R10144)",False,,"pentalenolactone-D,2-oxoglutarate:oxygen oxidoreductase",,[H]O[H].O=C=O.O=C(O)CCC(=O)O.[H][C@@]12COC(=O)C(=C)[C@@]13CC(C)(C)C[C@@]3([H])C=C2C(=O)O>>O=O.O=C(O)CCC(=O)C(=O)O.[H][C@@]12COC(=O)[C@@H](C)[C@@]13CC(C)(C)C[C@@]3([H])C=C2C(=O)O,C00001 C00007 C00011 C00026 C00042 C20398 C20399
R10144,1 C00007 + 1 C00026 + 1 C20398 <=> 1 C00011 + 1 C00042 + 1 C20397,1.14.11.36,,,,RC03060__C20397_C20398, 34590,True,False,False,False,"second step of two-step reaction (see R10145, R10143+R10144)",False,,"pentalenolactone-E,2-oxoglutarate:oxygen oxidoreductase",,O=O.O=C(O)CCC(=O)C(=O)O.[H][C@@]12COC(=O)C(=C)[C@@]13CC(C)(C)C[C@@]3([H])C=C2C(=O)O>>O=C=O.O=C(O)CCC(=O)O.[H][C@@]12COC(=O)[C@]3(CO3)[C@@]13CC(C)(C)C[C@@]3([H])C=C2C(=O)O,C00007 C00011 C00026 C00042 C20397 C20398
R10146,3 C00001 + 3 C00003 + 1 C00283 <=> 3 C00004 + 3 C00080 + 1 C00094,,,K00385 K16950 K16951,rn00920 rn01100 rn01120,RC00001__C00003_C00004 RC00065__C00094_C00283, 55319,True,False,False,False,anaerobic sulfite reductase,False,,,,[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]S[H]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=S(O)O,C00001 C00003 C00004 C00080 C00094 C00283
R10147,1 C00001 + 1 C20258 <=> 1 C00022 + 1 C00441,4.3.3.7,M00016 M00525 M00526 M00527,K01714,rn00261 rn00300 rn01100 rn01110 rn01120 rn01230,RC03062__C00441_C20258 RC03063__C00022_C20258, 34174,True,False,False,False,,False,,"L-aspartate-4-semialdehyde hydro-lyase [adding pyruvate and cyclizing; (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate-forming]",,[H]O[H].O=C(O)C1=N[C@H](C(=O)O)C[C@H](O)C1>>CC(=O)C(=O)O.N[C@@H](CC=O)C(=O)O,C00001 C00022 C00441 C20258
R10149,1 C00080 + 1 C00320 + 1 C05819 <=> 1 C00094 + 1 C00283 + 1 C00828,1.8.5.5,,K08352 K08353 K08354,rn00920 rn01100 rn01120,RC00819__C00828_C05819 RC02823__C00283_C00320,,True,False,False,False,thiosulfate reductase,False,,,,[H+].O=S(=O)(O)[S-].CC(C)=CCC/C(C)=C/Cc1c(O)c2ccccc2c(O)c1C>>O=S(O)O.[H]S[H].CC(C)=CCC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,C00080 C00094 C00283 C00320 C00828 C05819
R10150,1 C02084 + 2 C05359 <=> 2 C00320,,,K08357 K08358 K08359,rn00920 rn01100 rn01120,RC03109__C00320_C02084,,True,False,False,False,tetrathionate reductase,True,,,,O=S(=O)(O)SSS(=O)(=O)O.*>>O=S(=O)(O)[S-],C00320 C02084 C05359
R10151,2 C00059 + 10 C00080 + 8 C00126 <=> 5 C00001 + 8 C00125 + 1 C00320,,M00595,K17222 K17223 K17224 K17225 K17226 K17227 K22622,rn00920 rn01100 rn01120,RC00016__C00125_C00126 RC03151__C00059_C00320 RC03152__C00059_C00320,,False,False,False,False,Sox enzyme system,True,,,,O=S(=O)(O)O.[H+].*NC(=O)[C@H](CSC(C)C1=C(C)/C2=C/c3c(C(C)SC[C@H](NC(*)=O)C(=O)N*)c(C)c4/C=C5\N=C(/C=c6/c(CCC(=O)O)c(C)/c(=C/C1=N2)[n]6[Fe][n]43)C(CCC(=O)O)=C5C)NC(*)=O>>[H]O[H].*NC(=O)[C@H](CSC(C)C1=C(C)/C2=C/c3c(C(C)SC[C@H](NC(*)=O)C(=O)N*)c(C)c4/C=C5\N=C(/C=c6/c(CCC(=O)O)c(C)/c(=C/C1=N2)[n]6[Fe+][n]43)C(CCC(=O)O)=C5C)NC(*)=O.O=S(=O)(O)[S-],C00001 C00059 C00080 C00125 C00126 C00320
R10152,1 C19692 + n C98922 <=> n C00283 + n C98940,1.8.5.4,,K17218,rn00920 rn01120,RC03155__C00283_C19692,,False,False,False,True,,False,,sulfide:quinone oxidoreductase,,SSS.Oc1ccc(O)cc1>>[H]S[H].O=C1C=CC(=O)C=C1,C00283 C19692 C98922 C98940
R10153,1 C00025 <=> 1 C05574,5.4.3.9,,,,RC00303__C00025_C05574, 34242,True,False,False,False,,False,,"L-glutamate 2,3-aminomutase",,N[C@@H](CCC(=O)O)C(=O)O>>NC(CC(=O)O)CC(=O)O,C00025 C05574
R10154,1 C00001 + 1 C00006 + 1 C20399 <=> 1 C00005 + 1 C00007 + 1 C00080 + 1 C20400,1.14.13.170,M00819,K18091,rn00998 rn01100 rn01110,RC00001__C00005_C00006 RC01504__C20399_C20400, 34638,True,False,False,False,,False,,"1-deoxy-11-oxopentalenate,NADH:oxygen oxidoreductase (pentalenolactone-D forming)",,[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H][C@@]12COC(=O)[C@@H](C)[C@@]13CC(C)(C)C[C@@]3([H])C=C2C(=O)O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].[H][C@@]12CC(=O)[C@@H](C)C13CC(C)(C)C[C@@]3([H])C=C2C(=O)O,C00001 C00005 C00006 C00007 C00080 C20399 C20400
R10155,1 C00001 + 1 C00006 + 1 C20402 <=> 1 C00005 + 1 C00007 + 1 C00080 + 1 C20400,1.14.13.171,,K18091,rn00998 rn01110,RC00001__C00005_C00006 RC03066__C20400_C20402, 34642,True,False,False,False,,False,,"1-deoxy-11-oxopentalenate,NADH:oxygen oxidoreductase (neopentalenolactone-D forming)",,[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H][C@@]12CC(=O)O[C@@H](C)[C@@]13CC(C)(C)C[C@@]3([H])C=C2C(=O)O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].[H][C@@]12CC(=O)[C@@H](C)C13CC(C)(C)C[C@@]3([H])C=C2C(=O)O,C00001 C00005 C00006 C00007 C00080 C20400 C20402
R10156,1 C00003 + 1 C20403 <=> 1 C00004 + 1 C00080 + 1 C20400,1.1.1.340,M00819,K17747,rn00998 rn01100 rn01110,RC00001__C00003_C00004 RC00154__C20400_C20403, 34562,True,False,False,False,,False,,1-deoxy-11beta-hydroxypentalenate:NAD+ oxidoreductase,,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H][C@@]12C[C@@H](O)[C@@H](C)C13CC(C)(C)C[C@@]3([H])C=C2C(=O)O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H][C@@]12CC(=O)[C@@H](C)C13CC(C)(C)C[C@@]3([H])C=C2C(=O)O,C00003 C00004 C00080 C20400 C20403
